"Source Function / Function / Call Stack","CPU Time","Module","Function (Full)","Source File","Start Address"
"ObjectSelector<SingleElementCollectionSelector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticleSelector, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, helper::SelectionRefAdder<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, NonNullNumberSelector, helper::NullPostProcessor<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::stream::EDFilter<>>, helper::CollectionStoreManager<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, helper::IteratorToObjectConverter<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>, helper::ObjectSelectorBase<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::stream::EDFilter<>>, reco::modules::SingleElementCollectionSelectorEventSetupInit<SingleElementCollectionSelector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticleSelector, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, helper::SelectionRefAdder<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>::filter","0.01","[Unknown]","ObjectSelector<SingleElementCollectionSelector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticleSelector, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, helper::SelectionRefAdder<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, NonNullNumberSelector, helper::NullPostProcessor<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::stream::EDFilter<>>, helper::CollectionStoreManager<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, helper::IteratorToObjectConverter<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>, helper::ObjectSelectorBase<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::stream::EDFilter<>>, reco::modules::SingleElementCollectionSelectorEventSetupInit<SingleElementCollectionSelector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticleSelector, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>, helper::SelectionRefAdder<edm::RefVector<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>::filter(edm::Event&, edm::EventSetup const&)","ObjectSelector.h","0"
"RectangularPlaneBounds::clone","0.01","[Unknown]","RectangularPlaneBounds::clone(void) const","RectangularPlaneBounds.cc","0"
"RectangularPlaneBounds::thickness","0.01","[Unknown]","RectangularPlaneBounds::thickness(void) const","RectangularPlaneBounds.h","0"
"edm::WaitingTaskList::doneWaiting","0.01","[Unknown]","edm::WaitingTaskList::doneWaiting(std::__exception_ptr::exception_ptr)","WaitingTaskList.cc","0"
"TH1::GetNbinsX","0.01","[Unknown]","TH1::GetNbinsX(void) const","[Unknown]","0"
"std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>*, std::vector<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>, std::allocator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>> const&, std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>> const&)>>","0.01","[Unknown]","__gnu_cxx::__normal_iterator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>*, std::vector<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>, std::allocator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>> std::__unguarded_partition<__gnu_cxx::__normal_iterator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>*, std::vector<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>, std::allocator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>> const&, std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>> const&)>>(__gnu_cxx::__normal_iterator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>*, std::vector<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>, std::allocator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>, __gnu_cxx::__normal_iterator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>*, std::vector<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>, std::allocator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>, __gnu_cxx::__normal_iterator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>*, std::vector<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>, std::allocator<std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>>>>>, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>> const&, std::pair<OmniClusterRef, edm::Ref<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle, edm::refhelper::FindUsingAdvance<std::vector<TrackingParticle, std::allocator<TrackingParticle>>, TrackingParticle>>> const&)>)","stl_algo.h","0"
"func@0xd1d0","0.01","[Unknown]","func@0xd1d0","[Unknown]","0"
"PyObject_CallFunctionObjArgs","0.01","[Unknown]","PyObject_CallFunctionObjArgs","abstract.c","0"
"PrimaryVertexSorter<std::vector<reco::RecoChargedRefCandidate, std::allocator<reco::RecoChargedRefCandidate>>>::produce","0.01","[Unknown]","PrimaryVertexSorter<std::vector<reco::RecoChargedRefCandidate, std::allocator<reco::RecoChargedRefCandidate>>>::produce(edm::Event&, edm::EventSetup const&)","PrimaryVertexSorter.h","0"
"fastjet::SharedPtr<fastjet::PseudoJet::UserInfoBase>::~SharedPtr","0.01","[Unknown]","fastjet::SharedPtr<fastjet::PseudoJet::UserInfoBase>::~SharedPtr(void)","SharedPtr.hh","0"
"PyRun_StringFlags","0.01","[Unknown]","PyRun_StringFlags","pythonrun.c","0"
"edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<SiStripConnectivity, std::unique_ptr<SiStripFecCabling, std::default_delete<SiStripFecCabling>>, SiStripFecCablingRcd, edm::eventsetup::CallbackSimpleDecorator<SiStripFecCablingRcd>>, SiStripFecCablingRcd, std::unique_ptr<SiStripFecCabling, std::default_delete<SiStripFecCabling>>>::invalidateCache","0.01","[Unknown]","edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<SiStripConnectivity, std::unique_ptr<SiStripFecCabling, std::default_delete<SiStripFecCabling>>, SiStripFecCablingRcd, edm::eventsetup::CallbackSimpleDecorator<SiStripFecCablingRcd>>, SiStripFecCablingRcd, std::unique_ptr<SiStripFecCabling, std::default_delete<SiStripFecCabling>>>::invalidateCache(void)","CallbackProxy.h","0"
"cond::persistency::SessionImpl::startTransaction","0.01","[Unknown]","cond::persistency::SessionImpl::startTransaction(bool)","SessionImpl.cc","0"
"edm::Wrapper<edm::SortedCollection<EcalRecHit, edm::StrictWeakOrdering<EcalRecHit>>>::dynamicTypeInfo_","0.01","[Unknown]","edm::Wrapper<edm::SortedCollection<EcalRecHit, edm::StrictWeakOrdering<EcalRecHit>>>::dynamicTypeInfo_(void) const","Wrapper.h","0"
"lookdict","0.01","[Unknown]","lookdict","dictobject.c","0"
"std::vector<DetLayer const*, std::allocator<DetLayer const*>>::_M_realloc_insert<DetLayer const*>","0.01","[Unknown]","void std::vector<DetLayer const*, std::allocator<DetLayer const*>>::_M_realloc_insert<DetLayer const*>(__gnu_cxx::__normal_iterator<DetLayer const**, std::vector<DetLayer const*, std::allocator<DetLayer const*>>>, DetLayer const*&&)","vector.tcc","0"
"PySys_SetObject","0.01","[Unknown]","PySys_SetObject","sysmodule.c","0"
"posix_lstat","0.01","[Unknown]","posix_lstat","posixmodule.c","0"
"super_getattro","0.01","[Unknown]","super_getattro","typeobject.c","0"
"ROOT::Detail::TCollectionProxyInfo::Pushback<std::vector<edm::DetSet<PixelDigi>, std::allocator<edm::DetSet<PixelDigi>>>>::resize","0.01","[Unknown]","ROOT::Detail::TCollectionProxyInfo::Pushback<std::vector<edm::DetSet<PixelDigi>, std::allocator<edm::DetSet<PixelDigi>>>>::resize(void*, unsigned long)","TCollectionProxyInfo.h","0"
"edm::Wrapper<edm::DetSetVector<PixelDigi>>::~Wrapper","0.01","[Unknown]","edm::Wrapper<edm::DetSetVector<PixelDigi>>::~Wrapper(void)","Wrapper.h","0"
"edm::eventsetup::EventSetupRecord::getHandleImpl<edm::ESTransientHandle, MagFieldConfig, IdealMagneticFieldRecord>","0.01","[Unknown]","edm::ESTransientHandle<MagFieldConfig> edm::eventsetup::EventSetupRecord::getHandleImpl<edm::ESTransientHandle, MagFieldConfig, IdealMagneticFieldRecord>(edm::ESGetToken<<MagFieldConfig>, IdealMagneticFieldRecord> const&) const","EventSetupRecord.h","0"
"TH1::CheckBinLabels","0.01","[Unknown]","TH1::CheckBinLabels(TAxis const*, TAxis const*)","[Unknown]","0"
"TH1::CheckConsistency","0.01","[Unknown]","TH1::CheckConsistency(TH1 const*, TH1 const*)","[Unknown]","0"
"ROOT::new_TH2F","0.01","[Unknown]","ROOT::new_TH2F(void*)","[Unknown]","0"
"edm::eventsetup::ProxyArgumentFactoryTemplate<edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<MTDDetLayerGeometryESProducer, std::unique_ptr<MTDDetLayerGeometry, std::default_delete<MTDDetLayerGeometry>>, MTDRecoGeometryRecord, edm::eventsetup::CallbackSimpleDecorator<MTDRecoGeometryRecord>>, MTDRecoGeometryRecord, std::unique_ptr<MTDDetLayerGeometry, std::default_delete<MTDDetLayerGeometry>>>, edm::eventsetup::Callback<MTDDetLayerGeometryESProducer, std::unique_ptr<MTDDetLayerGeometry, std::default_delete<MTDDetLayerGeometry>>, MTDRecoGeometryRecord, edm::eventsetup::CallbackSimpleDecorator<MTDRecoGeometryRecord>>>::makeProxy","0.01","[Unknown]","edm::eventsetup::ProxyArgumentFactoryTemplate<edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<MTDDetLayerGeometryESProducer, std::unique_ptr<MTDDetLayerGeometry, std::default_delete<MTDDetLayerGeometry>>, MTDRecoGeometryRecord, edm::eventsetup::CallbackSimpleDecorator<MTDRecoGeometryRecord>>, MTDRecoGeometryRecord, std::unique_ptr<MTDDetLayerGeometry, std::default_delete<MTDDetLayerGeometry>>>, edm::eventsetup::Callback<MTDDetLayerGeometryESProducer, std::unique_ptr<MTDDetLayerGeometry, std::default_delete<MTDDetLayerGeometry>>, MTDRecoGeometryRecord, edm::eventsetup::CallbackSimpleDecorator<MTDRecoGeometryRecord>>>::makeProxy(unsigned int)","ProxyArgumentFactoryTemplate.h","0"
"dict_get","0.01","[Unknown]","dict_get","dictobject.c","0"
"edm::eventsetup::ProxyArgumentFactoryTemplate<edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<CSCIndexerESProducer, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>, CSCIndexerRecord, edm::eventsetup::CallbackSimpleDecorator<CSCIndexerRecord>>, CSCIndexerRecord, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>>, edm::eventsetup::Callback<CSCIndexerESProducer, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>, CSCIndexerRecord, edm::eventsetup::CallbackSimpleDecorator<CSCIndexerRecord>>>::makeProxy","0.01","[Unknown]","edm::eventsetup::ProxyArgumentFactoryTemplate<edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<CSCIndexerESProducer, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>, CSCIndexerRecord, edm::eventsetup::CallbackSimpleDecorator<CSCIndexerRecord>>, CSCIndexerRecord, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>>, edm::eventsetup::Callback<CSCIndexerESProducer, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>, CSCIndexerRecord, edm::eventsetup::CallbackSimpleDecorator<CSCIndexerRecord>>>::makeProxy(unsigned int)","ProxyArgumentFactoryTemplate.h","0"
"dictiter_iternextitem","0.01","[Unknown]","dictiter_iternextitem","dictobject.c","0"
"edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<CSCIndexerESProducer, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>, CSCIndexerRecord, edm::eventsetup::CallbackSimpleDecorator<CSCIndexerRecord>>, CSCIndexerRecord, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>>::invalidateCache","0.01","[Unknown]","edm::eventsetup::CallbackProxy<edm::eventsetup::Callback<CSCIndexerESProducer, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>, CSCIndexerRecord, edm::eventsetup::CallbackSimpleDecorator<CSCIndexerRecord>>, CSCIndexerRecord, std::unique_ptr<CSCIndexerBase, std::default_delete<CSCIndexerBase>>>::invalidateCache(void)","CallbackProxy.h","0"
"edm::SerialTaskQueue::pushAndGetNextTask","0.01","[Unknown]","edm::SerialTaskQueue::pushAndGetNextTask(edm::SerialTaskQueue::TaskBase*)","SerialTaskQueue.cc","0"
"edm::stream::ProducingModuleAdaptor<ObjectSelectorProducer<RecoTrackViewRefSelector, edm::RefToBaseVector<reco::Track>, helper::NullPostProcessor<edm::RefToBaseVector<reco::Track>, edm::stream::EDProducer<>>, helper::CollectionStoreManager<edm::RefToBaseVector<reco::Track>, helper::IteratorToObjectConverter<edm::RefToBaseVector<reco::Track>>>, helper::ObjectSelectorBase<edm::RefToBaseVector<reco::Track>, edm::stream::EDProducer<>>, reco::modules::NoEventSetupInit<RecoTrackViewRefSelector>>, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun","0.01","[Unknown]","edm::stream::ProducingModuleAdaptor<ObjectSelectorProducer<RecoTrackViewRefSelector, edm::RefToBaseVector<reco::Track>, helper::NullPostProcessor<edm::RefToBaseVector<reco::Track>, edm::stream::EDProducer<>>, helper::CollectionStoreManager<edm::RefToBaseVector<reco::Track>, helper::IteratorToObjectConverter<edm::RefToBaseVector<reco::Track>>>, helper::ObjectSelectorBase<edm::RefToBaseVector<reco::Track>, edm::stream::EDProducer<>>, reco::modules::NoEventSetupInit<RecoTrackViewRefSelector>>, edm::stream::EDProducerBase, edm::stream::EDProducerAdaptorBase>::setupRun(edm::stream::EDProducerBase*, edm::RunIndex)","ProducingModuleAdaptor.h","0"
"TProfile::Copy","0.01","[Unknown]","TProfile::Copy(TObject&) const","[Unknown]","0"
"std::__cxx11::to_string","0.01","[Unknown]","std::__cxx11::to_string(unsigned long long)","basic_string.h","0"
"__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<DDName const, DDI::rep_type<DDName, std::unique_ptr<DDI::LogicalPart, std::default_delete<DDI::LogicalPart>>>*>>>::deallocate","0.01","[Unknown]","__gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<DDName const, DDI::rep_type<DDName, std::unique_ptr<DDI::LogicalPart, std::default_delete<DDI::LogicalPart>>>*>>>::deallocate(std::_Rb_tree_node<std::pair<DDName const, DDI::rep_type<DDName, std::unique_ptr<DDI::LogicalPart, std::default_delete<DDI::LogicalPart>>>*>>*, unsigned long)","new_allocator.h","0"
"func@0x1f34a0","0.01","[Unknown]","func@0x1f34a0","[Unknown]","0"
